index,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
1023355,2020-02-27 23:11:00,4874010000000000.0,fraud_Champlin-Casper,home,247.96,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,a6181c31039bda51ee2e834eea02fa3a,1362006718,41.599024,-90.448949,1
1023381,2020-02-27 23:29:00,6011390000000000.0,fraud_Kuphal-Predovic,misc_net,672.71,Natalie,Watson,F,386 James Roads Apt. 233,Los Angeles,CA,90014,34.0443,-118.2509,2383912,"Journalist, newspaper",1959-05-30,b96aa2af86e43294838c3edd02620adc,1362007775,34.947299,-118.493509,1
1023403,2020-02-27 23:47:00,4.22371e+18,fraud_Ruecker Group,misc_net,736.87,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,80e440042aa29a7f723a888f7ed59012,1362008839,39.190969,-83.807789,1
1023443,2020-02-28 00:28:00,4874010000000000.0,fraud_Wisozk and Sons,misc_pos,807.09,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,84b8984dd83933483a3c385889961e14,1362011307,40.981159,-91.481764,1
1023456,2020-02-28 00:36:00,4874010000000000.0,fraud_Stamm-Witting,shopping_net,856.76,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,e1f5db1d5624dfabadba174bb54d1eb2,1362011816,41.186042,-90.197549,1
1023478,2020-02-28 01:09:00,4874010000000000.0,fraud_Padberg-Welch,grocery_pos,334.1,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,51d57a7884ed78a6f4a59e96dabaa358,1362013788,41.148746,-91.725063,1
1023514,2020-02-28 01:51:00,4.06309e+18,fraud_Friesen-Stamm,gas_transport,17.3,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,78b231c416ca082abea82727d52fb24b,1362016279,41.71811,-112.76323,1
1023550,2020-02-28 02:32:00,501831000000.0,fraud_Harber Inc,gas_transport,22.1,Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,1962-05-04,dded4fb84f4ca747161f45468b1d2a2f,1362018743,40.257049,-78.590486,1
1023553,2020-02-28 02:37:00,4874010000000000.0,fraud_Koepp-Witting,grocery_pos,355.06,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,ce57671ffecf393c7432dca24e28f4f8,1362019033,40.61865,-91.327468,1
1023567,2020-02-28 02:56:00,4.06309e+18,"fraud_Swift, Bradtke and Marquardt",grocery_net,12.6,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,64a48ef034c768df504801446e85eca3,1362020160,42.319998,-111.552248,1
1023620,2020-02-28 03:55:00,4.22371e+18,fraud_Marks Inc,gas_transport,13.93,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,6ef7657645a922b85ad5f2c8a7068d7b,1362023702,38.37044,-85.536501,1
1023988,2020-02-28 11:46:00,4874010000000000.0,fraud_Kozey-Boehm,shopping_net,1075.51,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,52221babce13f411451bc748ed5293a2,1362052017,42.169803,-90.42373,1
1024439,2020-02-28 18:06:00,6011390000000000.0,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,932.02,Natalie,Watson,F,386 James Roads Apt. 233,Los Angeles,CA,90014,34.0443,-118.2509,2383912,"Journalist, newspaper",1959-05-30,1d7c224514e3853551dac61b8da59003,1362074788,33.937255,-118.757081,1
1024623,2020-02-28 20:51:00,6011390000000000.0,"fraud_Quitzon, Green and Bashirian",shopping_pos,873.31,Natalie,Watson,F,386 James Roads Apt. 233,Los Angeles,CA,90014,34.0443,-118.2509,2383912,"Journalist, newspaper",1959-05-30,4b798de7f0f678e2024d2d746af84d28,1362084706,33.665873,-118.085413,1
1024675,2020-02-28 21:34:00,6011390000000000.0,fraud_Lebsack and Sons,misc_net,847.22,Natalie,Watson,F,386 James Roads Apt. 233,Los Angeles,CA,90014,34.0443,-118.2509,2383912,"Journalist, newspaper",1959-05-30,f2c6327f933721dd0dd3200f5dcdf352,1362087267,34.384248,-117.544112,1
1024703,2020-02-28 22:03:00,501831000000.0,fraud_Vandervort-Funk,grocery_pos,339.6,Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,1962-05-04,91f7070815a3fae85d8d30ddc25e103c,1362089019,40.474961,-78.034539,1
1024704,2020-02-28 22:05:00,4.22371e+18,fraud_Larkin Ltd,kids_pets,16.81,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,88dc74e177c359c3001d1a5b6a2d09fb,1362089130,39.333941,-85.453398,1
1024712,2020-02-28 22:12:00,4.22371e+18,fraud_Kling-Ernser,entertainment,458.41,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,bc3efe49a4bdaf6400294b0f0cf72066,1362089523,38.243618,-85.180077,1
1024719,2020-02-28 22:18:00,4.22371e+18,"fraud_Kihn, Abernathy and Douglas",shopping_net,1032.55,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,be1f3dd4bd58fd1db6aad05e1069b180,1362089886,39.431784,-85.023691,1
1024726,2020-02-28 22:25:00,501831000000.0,fraud_Medhurst PLC,shopping_net,1088.26,Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,1962-05-04,92c90e0d9f2d0cc93310572afa20ea2b,1362090330,40.895778,-79.044881,1
1024755,2020-02-28 22:55:00,501831000000.0,fraud_Kozey-Boehm,shopping_net,1061.58,Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,1962-05-04,18e5d7693569962e50105b4e85db4238,1362092144,40.758484,-77.509467,1
1024760,2020-02-28 22:59:00,4.22371e+18,fraud_Boyer PLC,shopping_net,1140.22,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,dcc850c831cf0e93308592067d40de85,1362092382,39.948208,-84.525444,1
1024786,2020-02-28 23:23:00,4.22371e+18,"fraud_Kerluke, Considine and Macejkovic",misc_net,811.86,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,1974-05-30,2ab09bf7ef53f95a0270afe8e2f0f6ac,1362093822,38.510315,-84.2208,1
1024837,2020-02-28 23:56:00,4874010000000000.0,fraud_O'Connell-Ullrich,home,221.76,Patricia,Russell,F,89297 Wilson Green Suite 601,Moscow,IA,52760,41.5646,-91.0859,533,Chief Technology Officer,1990-01-13,1f5b23da82edfe570943304e6716076d,1362095796,42.190739,-91.20621,1
1024841,2020-02-28 23:59:00,4.06309e+18,"fraud_Douglas, Schneider and Turner",shopping_pos,870.25,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,1967056a8f72d240fc27331ebcd4fa2c,1362095968,42.49956,-111.27521,1
1024851,2020-03-01 00:11:00,376944000000000.0,fraud_Doyle Ltd,grocery_pos,311.78,Tiffany,Stephens,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",1957-12-26,a535cc65c60f87afd61090de5de7f9c5,1362096715,30.442731,-87.551253,1
1024868,2020-03-01 00:23:00,4.18183e+18,fraud_Miller-Hauck,grocery_pos,321.73,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,d71647eadfe3ba74a1b9c4f9f0204894,1362097432,36.671428,-105.248443,1
1024877,2020-03-01 00:31:00,4.06309e+18,"fraud_Goldner, Kovacek and Abbott",grocery_pos,317.09,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,1f82d3837a57963863f5cb5633531743,1362097900,41.602876,-112.537256,1
1024962,2020-03-01 01:27:00,4.06309e+18,"fraud_Osinski, Ledner and Leuschke",grocery_pos,306.45,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,ddde1012d42eee68b46461fd8cc2fba4,1362101256,41.041846,-112.410505,1
1024976,2020-03-01 01:36:00,4.18183e+18,fraud_Gerlach Inc,shopping_net,1124.48,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,0a8b9a5ef5f69d67630542e10a9cdbc7,1362101769,36.900262,-105.387072,1
1025022,2020-03-01 02:02:00,374930000000000.0,fraud_Rempel PLC,grocery_net,11.72,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,06ad03ae41572dbcb386fb09be4f8672,1362103370,43.140256,-83.121157,1
1025050,2020-03-01 02:20:00,4.18183e+18,fraud_Doyle Ltd,grocery_pos,376.59,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,bb2d490f7e6cb5d3949da32df8aa7c2b,1362104443,36.165232,-105.197509,1
1025071,2020-03-01 02:36:00,376944000000000.0,fraud_Cole PLC,grocery_pos,317.61,Tiffany,Stephens,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",1957-12-26,a8611d5c2bef276cd3b6963166bada30,1362105379,31.373479,-88.387926,1
1025135,2020-03-01 03:26:00,4.06309e+18,fraud_Bogisich Inc,grocery_pos,299.02,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,ed6443e926f96efd127b202b587d3b37,1362108364,41.643167,-112.296253,1
1025424,2020-03-01 06:15:00,4.18183e+18,"fraud_Langworth, Boehm and Gulgowski",shopping_net,1113.79,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,0c36d26e7ac3556d06d9bc4f2022e44e,1362118525,37.170368,-105.846143,1
1025736,2020-03-01 10:02:00,4.06309e+18,fraud_Kunze Inc,grocery_pos,326.86,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,5488ea058b938c3b60413df13d72802a,1362132178,41.878944,-111.493524,1
1026491,2020-03-01 16:22:00,4.06309e+18,fraud_Lebsack and Sons,misc_net,845.41,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,6bb783d664805661b4421e4f35b89d09,1362154940,42.439136,-112.951268,1
1027364,2020-03-01 22:34:00,4.18183e+18,fraud_Veum-Koelpin,travel,8.58,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,3ac0279c871bb73e66239039f1e7f023,1362177278,37.027132,-105.77168,1
1027387,2020-03-01 22:46:00,374930000000000.0,fraud_Kuhic LLC,shopping_net,1083.8,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,2a30818f8507b93a709e83537c43fd36,1362177976,41.335555,-83.320286,1
1027396,2020-03-01 22:50:00,374930000000000.0,"fraud_Gottlieb, Considine and Schultz",shopping_net,1037.39,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,bce4536c0c5e28680e424981b491aecc,1362178212,41.252295,-83.845702,1
1027451,2020-03-01 23:10:00,4.06309e+18,fraud_Koepp-Witting,grocery_pos,317.53,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,05c0e80be1a5a2f30fdf7d1e1a2d485e,1362179445,42.011542,-112.942302,1
1027476,2020-03-01 23:21:00,376944000000000.0,fraud_Beier-Hyatt,shopping_pos,1022.18,Tiffany,Stephens,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",1957-12-26,2f92b535c26a2d67eab79248226ab6f1,1362180111,29.763339,-88.73364,1
1027511,2020-03-01 23:38:00,4.18183e+18,fraud_Nolan-Williamson,kids_pets,20.41,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,a90994029e3c2b257aca41f919156156,1362181118,36.483003,-104.849013,1
1027530,2020-03-01 23:48:00,376944000000000.0,fraud_Nader-Heller,misc_net,702.33,Tiffany,Stephens,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",1957-12-26,64435e02f973f76af5c896cb7f86db22,1362181692,29.72552,-89.06167,1
1027606,2020-03-02 00:37:00,374930000000000.0,fraud_Rutherford-Mertz,grocery_pos,320.41,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,2ffd38c5eb8351780fa615ba2dfb59ed,1362184650,42.457021,-83.385552,1
1027607,2020-03-02 00:38:00,4.18183e+18,fraud_Jast Ltd,shopping_net,1055.35,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,d305ae0b6ea543f4706dc619ddf45a6d,1362184729,36.621227,-106.075202,1
1027610,2020-03-02 00:43:00,345389000000000.0,fraud_Pacocha-O'Reilly,grocery_pos,292.53,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,88650aaa485c200da01acea3674d6268,1362184985,34.591583,-90.053214,1
1027652,2020-03-02 01:07:00,345389000000000.0,fraud_DuBuque LLC,grocery_pos,327.98,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,480d64cd1a6cdb65c6731cb8fa514c3c,1362186458,34.34606,-88.940221,1
1027716,2020-03-02 01:49:00,4.18183e+18,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,786.02,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,f6b1548007af307e14579780e3e54da7,1362188956,37.32116,-104.923114,1
1027728,2020-03-02 01:55:00,345389000000000.0,fraud_Cole PLC,grocery_pos,309.97,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,4c76ff6da2c5b0ed9a83c786a811762e,1362189323,33.845435,-90.020902,1
1027774,2020-03-02 02:26:00,4.18183e+18,"fraud_Turner, Ruecker and Parisian",misc_pos,735.44,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,df20965b29683a4d39e373c8748fd1fb,1362191211,37.06813,-104.780406,1
1027775,2020-03-02 02:27:00,374930000000000.0,fraud_Kutch Group,grocery_net,8.17,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,53db29375180790e142e2d553b3145e5,1362191227,41.516304,-83.854335,1
1027803,2020-03-02 02:39:00,374930000000000.0,fraud_Prohaska-Murray,gas_transport,8.01,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,cb7de97c834ed547f28e913f2a095928,1362191960,41.696534,-83.725015,1
1027812,2020-03-02 02:44:00,4.18183e+18,"fraud_Stroman, Hudson and Erdman",gas_transport,11.1,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,fa07d338bba9304f9cc16d9acaa7f371,1362192250,36.096814,-105.178782,1
1027868,2020-03-02 03:14:00,4.18183e+18,fraud_Bradtke PLC,grocery_pos,341.3,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,d3398153bd510b0ed4fd123e09e2b634,1362194076,35.793833,-106.268412,1
1027884,2020-03-02 03:21:00,4.18183e+18,fraud_Kassulke PLC,shopping_net,1073.89,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,01afdddb34601ad8c4bea5ed5fe6553f,1362194473,36.043006,-105.781515,1
1029068,2020-03-02 13:46:00,376944000000000.0,fraud_Heathcote LLC,shopping_net,968.03,Tiffany,Stephens,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",1957-12-26,e4cdc8ff2b6d3b4ab9adb46cbe6b4fa1,1362231979,31.216557,-87.468782,1
1029095,2020-03-02 13:55:00,374930000000000.0,fraud_Douglas-White,entertainment,476.62,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,44043c58c7f07edea3bfa987aab1b52f,1362232523,41.475443,-84.164739,1
1029736,2020-03-02 18:02:00,374930000000000.0,"fraud_Rippin, Kub and Mann",misc_net,735.45,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,68e55cda82cc3358224d75b4ec24077d,1362247337,41.382674,-82.975466,1
1030037,2020-03-02 20:00:00,374930000000000.0,"fraud_Schmeler, Bashirian and Price",shopping_net,958.88,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,bae15ed352c8e3a1c8d61bf46d6835ea,1362254421,43.189927,-82.644612,1
1030394,2020-03-02 22:12:00,345389000000000.0,fraud_Mohr-Bayer,shopping_net,1008.0,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,1f8ebc7f455d385b8e6b1f03996f2d04,1362262320,33.286398,-89.700681,1
1030405,2020-03-02 22:17:00,4.18183e+18,fraud_Watsica LLC,personal_care,21.24,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,ea0a3ea3439f2e4538446acd5027e3d8,1362262635,37.663825,-105.431352,1
1030410,2020-03-02 22:19:00,376944000000000.0,fraud_Pacocha-Bauch,shopping_pos,964.64,Tiffany,Stephens,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",1957-12-26,8ba8d2e4a1f603095b8ee753e12c9241,1362262776,30.066417,-88.600102,1
1030432,2020-03-02 22:27:00,4.18183e+18,"fraud_Feil, Hilpert and Koss",food_dining,111.61,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,54605a1bbc2b44be010dc06f0be5e575,1362263224,37.558597,-105.508872,1
1030449,2020-03-02 22:33:00,376944000000000.0,"fraud_Kuhic, Bins and Pfeffer",shopping_net,978.97,Tiffany,Stephens,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",1957-12-26,574974e4d792c258f0c5051e8276160a,1362263605,31.041206,-89.106721,1
1030461,2020-03-02 22:37:00,345389000000000.0,"fraud_Lehner, Reichert and Mills",misc_pos,8.58,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,2ec517dc6ad2df1e752b0caed7cec708,1362263875,33.469545,-88.776085,1
1030470,2020-03-02 22:40:00,376944000000000.0,"fraud_Casper, Hand and Zulauf",grocery_pos,303.13,Tiffany,Stephens,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",1957-12-26,ee95f1d93d5c95862639973447facbe5,1362264059,30.387532,-88.133421,1
1030485,2020-03-02 22:46:00,376944000000000.0,fraud_Jaskolski-Vandervort,misc_net,820.89,Tiffany,Stephens,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",1957-12-26,e65148c92f227827c555c5a5b3ff9f50,1362264368,30.032321,-89.278306,1
1030505,2020-03-02 22:53:00,374930000000000.0,fraud_Bednar Group,misc_net,1004.26,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,1971-11-05,7a49802c88fd645b3fe2576701230fc7,1362264830,42.907519,-83.161176,1
1030584,2020-03-02 23:21:00,345389000000000.0,fraud_Sawayn PLC,shopping_pos,754.16,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,a5b715348cb8e1f75d400912cdc9e56c,1362266496,33.232208,-89.163413,1
1030592,2020-03-02 23:24:00,345389000000000.0,fraud_Stamm-Witting,shopping_net,829.79,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,0625d90acd26c86e02803a075c1ea74c,1362266684,33.12648,-90.065392,1
1030809,2020-03-03 01:11:00,345389000000000.0,"fraud_Morissette, Weber and Wiegand",grocery_net,12.53,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,2dc58f51a5f8a6a1b635d8824b8a3970,1362273092,34.799758,-90.002824,1
1030921,2020-03-03 02:21:00,4.37926e+18,"fraud_Heller, Gutmann and Zieme",grocery_pos,331.0,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,d43f6bccf3f544aefd43c36d41238d1f,1362277303,37.185356,-122.551259,1
1031741,2020-03-03 10:56:00,4.37926e+18,fraud_McGlynn-Heathcote,misc_net,881.09,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,ba4351083f3a88413222b18011a70926,1362308193,37.954676,-122.492699,1
1032517,2020-03-03 16:17:00,4.37926e+18,fraud_Jewess LLC,shopping_pos,900.4,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,7b00c0df560580f450ed28d40f88a81d,1362327451,38.762055,-122.664923,1
1033029,2020-03-03 19:24:00,345389000000000.0,fraud_Kuhic LLC,shopping_net,1030.28,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,4db1da69469eb7db36bd055b5764f113,1362338647,33.048823,-89.396506,1
1033459,2020-03-03 22:01:00,4.37926e+18,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,876.6,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,b03cb3dbb50e640e611416b3750a8ade,1362348111,37.319589,-123.140679,1
1033511,2020-03-03 22:23:00,4.37926e+18,"fraud_Schmeler, Bashirian and Price",shopping_net,953.89,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,e074abb0c527c6915520921dc6fa9bd0,1362349380,37.575408,-121.488987,1
1033599,2020-03-03 23:00:00,4.37926e+18,"fraud_Boehm, Predovic and Reinger",misc_pos,8.78,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,22616674d3ecb01ca3d294323c3a3179,1362351623,38.10553,-121.280505,1
1033723,2020-03-03 23:45:00,4.37926e+18,fraud_Price Inc,shopping_net,1033.53,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,6dda34eea612b529ec90ca52ae36f449,1362354347,38.17295,-121.908292,1
1033765,2020-03-04 00:14:00,4198470000000.0,fraud_Kozey-Boehm,shopping_net,1008.54,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,8950a5b276673252fbbac8d7b8fb520f,1362356089,42.390353,-94.690668,1
1033809,2020-03-04 01:09:00,4198470000000.0,fraud_Deckow-O'Conner,grocery_pos,350.48,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,80fd427a36369ecdf60283729842dd72,1362359375,42.321245,-95.486229,1
1033824,2020-03-04 01:33:00,4198470000000.0,fraud_Brown PLC,misc_net,873.73,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,a426e95b8941aef42c9233656c2fe041,1362360826,41.922502,-94.562264,1
1034238,2020-03-04 09:54:00,4.37926e+18,fraud_Doyle Ltd,grocery_pos,319.55,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,9ad46f68199534074fe2ce279da09265,1362390862,38.241989,-122.8219,1
1035232,2020-03-04 23:21:00,4.37926e+18,fraud_Kerluke Inc,misc_net,796.55,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,1e1991d9ee890666a17cf10f828865c1,1362439308,38.244493,-121.472753,1
1035279,2020-03-04 23:53:00,4198470000000.0,fraud_Labadie LLC,personal_care,19.9,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,9282f408772d6bf419692c4d87a3ed21,1362441231,41.650784,-94.46462,1
1035336,2020-03-05 00:49:00,4198470000000.0,"fraud_Haley, Jewess and Bechtelar",shopping_pos,835.85,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,b13747f73ff5b0ac4649f1120c6a3dde,1362444559,41.308247,-94.594161,1
1035478,2020-03-05 03:37:00,4198470000000.0,"fraud_Osinski, Ledner and Leuschke",grocery_pos,344.49,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,390fc4ff932a8e082013cfba46f3d72f,1362454649,41.008448,-94.996917,1
1035678,2020-03-05 07:10:00,4198470000000.0,"fraud_Kuhic, Bins and Pfeffer",shopping_net,1201.24,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,1f7a353c957316338b0da910716e7834,1362467437,41.405909,-94.515867,1
